,Schulname,Region,Schultraeger,Schulart,Schulzweig,PLZ,Strasse,Telefon,Fax,ORTSTEIL,Bauten,Fremdsprachen,spez_Angebote,Ganztagsbetrieb,Schulleitung,eMail,Internet,ZweiterBildungsweg,Grundschulteil,GymnasialeOberstufe,Ausstattung,AGs,ausserschulischePartner,Differenzierung,Mittagessen,BemerkungenSchulzweig,Kooperationen,Leistungskurse,DualesLernen,Schuljahr
07P04,Katholische Schule Sankt Alfons (Grundschule),Tempelhof-Schöneberg,privat,Grundschule,Grundschule,12249,Tennstedter Str. 1,7111075,71581539,Marienfelde,zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe),1. Fremdsprache Englisch,"genehmigte Ersatzschule, Staatlich anerkannte Ersatzschule",,Hr. Wergen,Alfons-Schule@gmx.net,http://www.kssa.de,0,0,0,,,,,,,,,,2013/14
07P05,Freie Schule in Berlin (Grundschule),Tempelhof-Schöneberg,privat,Grundschule,Grundschule,12105,Viktoriastr. 13,7520771,,Tempelhof,,1. Fremdsprache Englisch,"Ganztagsschule in offener Form, genehmigte Ersatzschule",Offener Ganztagsbetrieb,Hr. Sobek,freischuleberlin@t-online.de,http://www.freie-schule-in-berlin.cidsnet.de,0,0,0,,,,,,,,,,2013/14
07P06,Katholische Schule Sankt Hildegard,Tempelhof-Schöneberg,privat,Übrige Förderschwerpunkte,Übrige Förderschwerpunkte,12277,Malteserstr. 171A,7213090,72320003,Marienfelde,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",1. Fremdsprache Englisch,"genehmigte Ersatzschule, Staatlich anerkannte Ersatzschule",Offener Ganztagsbetrieb,komm. Hr. Waldbrunn,Sankt-Hildegard-Schule.cids@t-online.de,http://www.kssh.cidsnet.de,0,1,0,,,,,,,,,,2013/14
07P07,BFT Berufsschule für Tourismus,Tempelhof-Schöneberg,privat,Berufsschule,Berufsschule,10787,Kleiststr. 23 -26,23629024,21473368,Schöneberg,"rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",,"genehmigte Ersatzschule, Staatlich anerkannte Ersatzschule, Wirtschaft und Verwaltung",,Fr. Hoffmann,info@berufsschule-tourismus.de,http://www.berufsschule-tourismus.de,0,0,0,,,"verschiedene Unternehmen der Tourismus-, Luftverkehrs- und Hotelwirtschaft im In- und Ausland; Teilnahme am  Programm Leonardo da Vinci (finanziert praxisorientierte Projekte im Bereich der beruflichen Bildung)",,,Ausbildung zum/zur Reiseverkehrskaufmann/frau;  Kaufmann/frau für Tourismus und Freizeit; Intern. Touristikassistent; Assistent/-in für Hotelmanagement; Servicekaufmann/-frau im Luftverkehr; Hotelkaufmannes/ der Hotelkauffrau,,,,2013/14
07P10,Campus Berufsbildung e.V.,Tempelhof-Schöneberg,privat,Kombinierte berufliche Schule,Berufsfachschule,10829,Geneststr. 5,7551210011,755121001,Schöneberg,,Englisch,Sozialwesen,,Fr. Philbert-Hasucha,abfs@campus-bb.de,http://www.campus-berlin.de,0,0,0,,,"Kooperationen mit diversen Praktikumsbetrieben im Bereich der Altenpflege, Kinder- und Jugendbetreuung; Paritätischer Wohlfahrtsverband",Besondere Förderangebote: Förderprogramm in der Altenpflegeausbildung für Schüler mit Migrationshintergrund,keine Mittagessenversorgung,Altenpflege (3-jährig); Sozialassistent/in (2-jährig),,,Betriebspraktikum; Bewerbungstraining,2013/14
07P10,Campus Berufsbildung e.V.,Tempelhof-Schöneberg,privat,Kombinierte berufliche Schule,Fachschule,10829,Geneststr. 5,7551210011,755121001,Schöneberg,,Englisch,,,Fr. Philbert-Hasucha,abfs@campus-bb.de,http://www.campus-berlin.de,0,0,0,,,"Kooperationen mit div. Praktikumsbetrieben im Bereich der Altenpflege, Kinder- und Jugendbetreuung; Paritätischer Wohlfahrtsverband",Besondere Förderangebote: Förderprogramm in der Altenpflegeausbildung für Schüler mit Migrationshintergrund,keine Mittagessenversorgung,"für Sozialpädagogik (3-jährig), Vollzeit- u. Teilzeitform",,,Betriebspraktikum; Bewerbungstraining,2013/14
07P11,Privates Europa-Gymnasium Berlin,Tempelhof-Schöneberg,privat,Gymnasium,Gymnasien,12159,Hauptstr. 66,74073717,74073719,Friedenau,,"S1 Englisch/Französisch, 3. Fremdsprache Spanisch","bilinguale Angebote Deutsch/Englisch, Ganztagsschule in offener Form, genehmigte Ersatzschule",Offener Ganztagsbetrieb,Hr. Schneider,info@europa-gymnasium.eu,,0,0,0,,,,,,,,,,2013/14
07P12,SPI Fachschule für Sozialpädagogik,Tempelhof-Schöneberg,privat,Fachschule,Fachschule,10829,Priesterweg 6,25937390,259373950,Schöneberg,,,"genehmigte Ersatzschule, Sozialwesen",,Fr. Dr. Hoppe,fachschulen@stiftung-spi.de,,0,0,0,,,,,,"für Sozialpädagogik (3-jährig) mit dem Profil ""Bewegung und Sport""",,,,2013/14
07P13,Bilinguale Deutsch-Skandinavische Gemeinschaftsschule,Tempelhof-Schöneberg,privat,Integrierte Sekundarschule,Integrierte Sekundarschule,12105,Machonstr. 54,33848783,33848789,Mariendorf,,"1. Fremdsprache Englisch, 2. Fremdsprache Spanisch","Gemeinschaftsschule ohne Teilnahme an der Pilotphase, genehmigte Ersatzschule",Gebundener Ganztagsbetrieb,Hr. Chammon,info@dsg-schule.de,http://www.dsg-schule.de,0,1,0,,,,,,"Bilinguale Angebote Deutsch/Schwedisch, Deutsch/Dänisch und Deutsch/Norwegisch",,,,2013/14
07S01,Prignitz-Schule,Tempelhof-Schöneberg,öffentlich,"Förderschwerp. ""Lernen""","Förderschwerp.""Lernen""",12157,Pöppelmannstr. 2,902776932,902774538,Schöneberg,"rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",1. Fremdsprache Englisch,"Ganztagsschule in gebundener Form, umweltbetontes Profil",Gebundener Ganztagsbetrieb,Fr. Dr. Becker,sekretariat@prignitz.cidsnet.de,http://www.prignitz.cidsnet.de,0,1,0,,,"Nachbarschaftsheim Schöneberg e.V. (Kooperation in der ergänzenden Betreuung); H.U.G.O. e.V. (Verein für ambulante Erziehungshilfe); Arbeit-Schule-Integrations-Gesellschaft (ASIG) e. V. Berlin; Internationale Akademie für innovative Pädagogik, Psychologie und Ökonomie gGmbH der Freien Universität Berlin; Universität Potsdam; Kooperationen mit diversen Betrieben in Tempelhof-Schöneberg; Polizei",,Mittagessenversorgung durch den Anbieter Sodexo,,"in Kooperation mit 07G03, 07G15, 07G18, 07G39, 07K08",,"vier jahrgangsübergreifende Schülerfirmen 9. u. 10. Schuljahr, Produktives Lernen",2013/14
07S03,Steinwald-Schule,Tempelhof-Schöneberg,öffentlich,"Förderschwerp. ""Geistige Entwicklung""","Förderschwerp.""Geistige Entwicklung""",12277,Hanielweg 7-9,902774139,902774140,Marienfelde,"rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",,"Ganztagsschule in gebundener Form, Schulen mit sonderpäd. Förderschwerpunkt",Gebundener Ganztagsbetrieb,Fr. Rädler,rektorin@steinwaldschulen-ts.de,http://www.steinwald-schule.de,0,0,0,,,,,,"nur Schüler im Grundschulalter, integrative Beschulung von Schülern mit dem Förderschwerpunkt Autismus; Schwerpunkt im Bereich der Unterstützten Kommunikation",,,,2013/14
07S04,Marianne-Cohn-Schule,Tempelhof-Schöneberg,öffentlich,"Förderschwerp. ""Geistige Entwicklung""","Förderschwerp.""Geistige Entwicklung""",12099,Holzmannstr. 7,902772555,902772558,Tempelhof,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",,"Ganztagsschule in gebundener Form, Schulen mit sonderpäd. Förderschwerpunkt",Gebundener Ganztagsbetrieb,Fr. Beuting,Marianne-Cohn-Schule-Berlin@t-online.de,http://www.marianne-cohn.cidsnet.de,0,0,0,kleines Schwimmbad / Therapiebecken; Bewegungsraum; Holzwerkstatt; Computerfachraum; Keramikwerstatt; Wäscherei,Fußball; Laufen; Sport & Spiel; Rhythmusgruppe; Musik-AG; Tanzen; Rap-Projekt; Heilpädagogisches Malen; Töpfern,"Berliner Werkstätten für Behinderte GmbH; Gemeindedolmetschdienst Berlin; Kooperationen mit Berliner Künstlern über den Berliner Projektfonds Kulturelle Bildung (Ein Projektfond der Kulturprojekte Berlin GmbH); Yehudi-Menuhin-Stiftung ""Live Music Now""; Netzwerk Berliner Schülerfirmen über Arbeit-Schule-Integrations-Gesellschaft (ASIG) e. V. Berlin",,Mittagessenversorgung durch den Anbieter Sodexo,Schule für Schülerinnen und Schüler der Sekundarstufe I und II; Beratungsstelle für Kommunikationsförderung; Schwerpunkt der Förderung im Bereich der beruflichen Vorbereitung und Qualifizierung,in Kooperation mit 07S03,,Schülerfirmen: Brotwerkstatt; Holzwerkstatt; Papierwerkstatt; Computerwerkstatt; Wäschewerkstatt; Keramikwerkstatt,2013/14
07Y01,Robert-Blum-Gymnasium,Tempelhof-Schöneberg,öffentlich,Gymnasium,Gymnasien,10829,Kolonnenstr. 21,902777172,902777823,Schöneberg,Parkplatz für Schwerbehinderte vorhanden,"S1 Englisch/Französisch, S4 Englisch/Spanisch, 3. Fremdsprache Latein","bilinguale Angebote Deutsch/Englisch, Individualisierung des gymnasialen Bildungsganges, kunstbetontes Profil, mathematisch-naturwissenschaftliches Profil, musikbetontes Profil, Neigungsorientierte Einrichtung von Klassen, sportbetontes Profil, theaterbetontes Profil",,Hr. Fiehn,sekretariat@robert-blum-schule.de,http://www.robert-blum-schule.de,0,0,0,"Cafeteria; zwei Computerfachräume; Internetcafé; drei Musikfachräume mit umfangreicher Instrumentenausstattung; Fotolabor; Werkstatt für Ton-, Holz- und Steinarbeiten","Combo, Ensemble, Gitarre, Schulband, Musical, Theater, Medien/Trickfilm, Fotografie, Fechten, Fußball, Basketball, Schach, Philosophie, Naturwissenschaftl. Experimente, Jugend forscht, Veranstaltungstechnik, DELF SCOLAIRE, Konfliktlotsen, Q-rage","Deutsche Bahn AG; Projekt ""JUMP in MINT"" (Jugend Mentoring Programm) des Konzerns Deutsche Telekom, Group Diversity Management; Projekt ""Club Lise"" der Humboldt-Universität zu Berlin (Projekt für Schülerinnen der 10. bis 13. Klasse am Campus Adlershof zur Förderung der naturwissenschaftlichen Interessen von Schülerinnen);  Teilnahme am Modellprogramm ""FörMig Transfer"" (Förderung von Kindern und Jugendlichen mit Migrationshintergrund); TanzZeit - Zeit für Tanz in Schulen (Zeitgenössischer Tanz Berlin e.V.); Agentur für Arbeit Berlin; Institut Français de Berlin;  Olympischer Sport-Club Berlin e.V.; Projekt ""Regenbogenschutzkreis"" des Bildungs- und Sozialwerk des Lesben- und Schwulenverbandes Berlin-Brandenburg (BLSB) e.V.; Lexia International Study Abroad (vermittelt amerikanische Austauschschülerinnen und Austauschschüler); Kooperation mit der Universität Konstanz im Fach Ethik (Stärkung moralischer und demokratischer Fähigkeiten mit der Konstanzer Methode der Dilemma-Diskussion)",,Mittagessenversorgung,"Titel ""Schule ohne Rassismus - Schule mit Courage""; Profile / Züge für die Jahrgangsstufe 7: Kultur; Naturwissenschaften; English Intensive",,"Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Geschichte, Informatik/Informationsverarbeitung, Mathematik, Musik, Physik, Wirtschaftsinformatik",,2013/14
07Y02,Rückert-Gymnasium,Tempelhof-Schöneberg,öffentlich,Gymnasium,Gymnasien,10825,Mettestr. 8,902777173,902774351,Schöneberg,,"S1 Englisch/Französisch, S5 Französisch/Englisch, 3. Fremdsprache Latein","ab Jahrgangsstufe 5 beginnende Züge, bilinguale Angebote Deutsch/Französisch, Ganztagsschule in offener Form, Gleichzeitiger Erwerb von Abitur und Baccalauréat, mathematisch-naturwissenschaftliches Profil, sprachbetontes Profil",Offener Ganztagsbetrieb,Hr. Dr. Balke,schulleitung@rueckert-oberschule.de,http://www.rueckert-oberschule.de,0,1,0,Aula; Cafeteria; zwei Computerfachräume; Internetcafé; Fitnessraum; Werkstatt; zwei Zeichensäle,Schulchor; Big Band; Basketball; Film; Percussion; Philosophie; Roboter; Schulhomepage; Naturwissenschaftliche Wettbewerbe; Bühnen-Technik; Schülerzeitung,Partnerschule in Enghien les Bains (Frankreich); Partnerschule in Caen (Frankreich); Partnerschule in Chambery (Frankreich); Partnerschule in New York (USA); Partnerschule in Neapel (Italien); Partnerschule in  Derry (Nordirland); Deutsch-Französisches Jugendwerk; Berliner Bank Niederlassung der Deutsche Bank Privat- und Geschäftskunden AG,,keine Mittagessenversorgung,Besondere Angebote: bilinguale deutsch-französische Profilklasse ab Jahrgangsstufe 5; mathematisch-naturwissenschaftliche Profilklasse ab Jahrgangsstufe 7; Schulversuch Französisch intensiv; gleichzeitiger Erwerb von Abitur und Baccalauréat; pädagogische Schulentwicklung,,"Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Französisch, Geschichte, Informatik/Informationsverarbeitung, Mathematik, Musik, Physik",Betriebspraktikum in Jahrgangsstufe 9,2013/14
07Y03,Rheingau-Gymnasium,Tempelhof-Schöneberg,öffentlich,Gymnasium,Gymnasien,12161,Schwalbacher Str. 3-4,902777920,902774365,Friedenau,"rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)","S1 Englisch/Französisch, S5 Französisch/Englisch, 3. Fremdsprache Latein, 3. Fremdsprache Spanisch",musikbetontes Profil,,Hr. Minske,sekretariat@rheingau-gymnasium.de,http://www.rheingau-gymnasium.de,0,0,0,Aula; Cafeteria; zwei Computerfachräume; Einsatz von Computern und Beamern in sämtlichen Fachräumen; zwei Zeichensäle; pneumatische Orgel aus dem Jahr 1910,Percussion; Trommeln; Vororchester; Orchester; Orgel; Chor; Liftband (Einsteiger-Ensemble Jazz-Musik); Big Band; Badminton; Basketball; Schulgeschichte; Kunst; Mediation; Cine Español; Technik,Die Johanniter - Schulsanitätsdienst der Johanniter-Jugend;  Partnerschule in Tulsa / Oklahoma (USA); Partnerschule in Bordeaux (Frankreich),,"keine Mittagessenversorgung, Cafeteria",,in Kooperation mit 07Y04,"Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Französisch, Geschichte, Informatik/Informationsverarbeitung, Mathematik, Musik, Physik, Politische Weltkunde, Spanisch",Betriebspraktikum in Jahrgangsstufe 10,2013/14
07Y04,Paul-Natorp-Gymnasium,Tempelhof-Schöneberg,öffentlich,Gymnasium,Gymnasien,12161,Goßlerstr. 13-15,902777921,902777141,Friedenau,,"S1 Englisch/Französisch, S2 Englisch/Latein, 3. Fremdsprache Französisch, 3. Fremdsprache Latein, 3. Fremdsprache Italienisch",sprachbetontes Profil,,Hr. Wüsthof,Paul-Natorp-Oberschule@web.de,http://www.paul-natorp-oberschule.de,0,0,0,Cafeteria; zwei Computerräume; Musiksaal mit umfangreicher Instrumentenausstattung,"Rudern; Basketball; Volleyball; Fußball; Salonorchester, Blechbläser; Saxophon; Gitarre für Anfänger und Fortgeschrittene; Smallband; Big Band; Chor; Band; Musical; Homepage; Tontechnik; Klima; Philosophie; Spanisch; Vorbereitung DELF-Sprachprüfung; Debattierclub; Religion / Philosophie; Comedy-Club; Schulsanitätsdienst; Mediation",Partnerschule in Oslo (Norwegen); Partnerschule in Turin (Italien); Partnerschule in Uddevalla (Schweden),,"keine Mittagessenversorgung, Cafeteria",Modellprojekt Pädagogische Schulentwicklung; Italienisch als Grund- und Leistungskurs wählbar,in Kooperation mit 07Y03,"Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Französisch, Geschichte, Informatik/Informationsverarbeitung, Italienisch, Latein, Mathematik, Musik, Physik, Politische Weltkunde",,2013/14
07Y05,Luise-Henriette-Oberschule,Tempelhof-Schöneberg,öffentlich,Gymnasium,Gymnasien,12099,Germaniastr. 4-6,902772678,902772737,Tempelhof,,"S1 Englisch/Französisch, S5 Französisch/Englisch, 3. Fremdsprache Latein, 3. Fremdsprache Spanisch","Profil Informationstechnik, sprachbetontes Profil, theaterbetontes Profil",,Hr. Schäfer,sekretariat@luise-henriette-schule.de,http://www.luise-henriette-schule.de,0,0,0,Cafeteria; zwei Computerfachräume; Einsatz von Laptops und fahrbaren Medieninseln; Multimediaraum; Keramikraum; Keyboardraum; Schulgarten,Chor; Band; Chanson; Jazz-AG; Technik-AG; AG Wirtschaft (Projekt Projekt business at school); Rudern; Tanzen u.a.,The Boston Consulting Group GmbH; Institut der deutschen Wirtschaft Köln e.V. (Gründung von Juniorunternehmen und Teilnahme an europaweiten Wettbewerben); Gillette Deutschland GmbH (Procter & Gamble Germany GmbH & Co Operations oHG); Siemens AG; Hochschule für Wirtschaft und Recht Berlin (HWR); Partnerschule in Auckland (Neuseeland); Partnerschule in Saint-Mathieu de Tréviers bei Montpellier  (Frankreich),,Mittagessenversorgung,Besonderes Profil im Erwerb von Wirtschaftskenntnissen,"in Kooperation mit 07Y06, 07Y07","Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Französisch, Geschichte, Mathematik, Musik, Physik, Politische Weltkunde",Schülerfirmen,2013/14
07Y06,Askanisches-Gymnasium,Tempelhof-Schöneberg,öffentlich,Gymnasium,Gymnasien,12103,Kaiserin-Augusta-Str. 19-20,902772679,902772695,Tempelhof,,"S1 Englisch/Französisch, S1 Englisch/Chinesisch, S4 Englisch/Spanisch, 3. Fremdsprache Französisch, 3. Fremdsprache Latein, 3. Fremdsprache Spanisch, 3. Fremdsprache Chinesisch",,,Fr. Draude,aska.berlin@t-online.de,http://www.askanische-oberschule.de,0,0,0,Computerfachräume; Fremdsprachenbücherei; Internetcafé,Basketball; Berufsperspektive; Betreuung der 5. Prüfungskomponente; Big Band; Chinesisch; Chor; Mathleten; Energie; Homepage; Internet-Café; Mediation; Rudern; Schulband; Selbstverteidigung; Skilanglaufen; Technik,Partnerschule in Shanghai (China); Partnerschule in Bordeaux (Frankreich); Partnerschule in Barcelona (Spanien); Polizeiabschnitt 44; Unternehmensnetzwerk Motzener Straße e. V.,,keine Mittagessenversorgung,Schüleraustausch mit Frankreich und China (Shanghai),,"Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Französisch, Geschichte, Mathematik, Musik, Physik, Politische Weltkunde, Spanisch",Betriebspraktikum,2013/14
07Y07,Eckener-Gymnasium,Tempelhof-Schöneberg,öffentlich,Gymnasium,Gymnasien,12105,Kaiserstr. 17-21,902777448,902777450,Mariendorf,,"S1 Englisch/Französisch, S2 Englisch/Latein, 3. Fremdsprache Französisch, 3. Fremdsprache Latein","ab Jahrgangsstufe 5 beginnende Züge, altsprachliche Züge (Latein ab Jahrgangsstufe 5), Individualisierung des gymnasialen Bildungsganges, mathematisch-naturwissenschaftliches Profil",,stellv. Hr. Bender,info@eckener-gymnasium.de,http://www.eckener-gymnasium.de,0,1,0,,Schach; Schülerzeitung; Chor; Gitarre; Klavier; Streicher (Anfänger und Fortgeschrittene); Englisch für Fortgeschrittene; Spanisch; Russisch; Chinesisch; Pflege der Schultiere; Technik; Basketball,"YoungsterBandBerlin e.V.; Mathematische Schülergesellschaft ""Leonhard Euler"" (MSG) an der Humboldt-Universität zu Berlin; TARGOBANK AG & Co. KGaA; Musikschule Tempelhof-Schöneberg; StadtSchulbibliothek; Partnerschule in Frankreich",,Mittagessenversorgung durch eigene Cafeteria,"verstärkte musikalische Förderung einer 7. und einer 8. Klasse im Modell ""Bandklasse"" in Kooperation mit YoungsterBandBerlin e.V.; Teilnahme am Projekt ""Schulen übernehmen Verantwortung"" der Stiftung Brandenburger Tor; Titel ""Schule ohne Rassismus - Schule mit Courage""","in Kooperation mit 07G37, 07Y05, 07Y06","Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Französisch, Geschichte, Latein, Mathematik, Musik, Physik, Politische Weltkunde",,2013/14
07Y08,Ulrich-von-Hutten-Gymnasium,Tempelhof-Schöneberg,öffentlich,Gymnasium,Gymnasien,12307,Rehagener Str. 35-37,902778244,902778240,Lichtenrade,"rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)","S1 Englisch/Französisch, S2 Englisch/Latein, S6 Englisch/Italienisch, 3. Fremdsprache Französisch, 3. Fremdsprache Latein, 3. Fremdsprache Italienisch",berufsorientiertes Profil,,Hr. Hungs,uvh@uvh-online.de,http://www.uvh-online.de,0,0,0,zwei Computerfachräume; Computerarbeitsplätze mit Internetzugang in den Klassenzimmern,"Basketball, Volleyball, Chor, Orchester, Technik-AG",Deutsche Bahn AG; Technische Universität Berlin,,keine Mittagessenversorgung,"Traditionelle Schwerpunkte sind die Naturwissenschaften, Musik und Darstellendes Spiel",,"Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Geschichte, Italienisch, Mathematik, Physik, Politische Weltkunde",Betriebspraktikum,2013/14
07Y09,Georg-Büchner-Gymnasium,Tempelhof-Schöneberg,öffentlich,Gymnasium,Gymnasien,12305,Lichtenrader Damm 224,902778208,902778261,Lichtenrade,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)","S1 Englisch/Französisch, S2 Englisch/Latein, 3. Fremdsprache Französisch, 3. Fremdsprache Latein",bilinguale Angebote Deutsch/Englisch,,Fr. Burkhardt,sekretariat@gbo-berlin.de,http://www.gbo-berlin.de,0,0,0,Aula; Cafeteria; zwei Computerfachräume; Einsatz von Laptops;  Schüleraufenthaltsraum mit Internetcafé,Theater; Chinesisch; Spanisch für Anfänger und Fortgeschrittene;  Astronomie; Aquarien; Band; Büchner-Brass-Band; Chor; Gitarre; Handball; Basketball; Rudern; Jonglieren/Zirkus; Wirtschaftsenglisch; Vorbereitung DELF-Sprachprüfung; Vorbereitung Cambridge-Sprachprüfung; Schach,Partnerschule in Sydney (Australien),,Mittagessenversorgung,Modellschule Pädagogische Schulentwicklung,,"Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Geschichte, Informatik/Informationsverarbeitung, Latein, Mathematik, Physik",,2013/14
08A01,1. Schulpraktisches Seminar (S) Neukölln,Neukölln,öffentlich,Schulpraktisches Seminar,Schulpraktisches Seminar,12353,Wildhüterweg 5,6706663127,66706012,Gropiusstadt,,,,,Hr. Bachmann,,,0,0,0,,,,,,,,,,2013/14
08A02,2. Schulpraktisches Seminar (S) Neukölln,Neukölln,öffentlich,Schulpraktisches Seminar,Schulpraktisches Seminar,12353,Wildhüterweg 5,6706663123,66706012,Gropiusstadt,,,,,Fr. Kneer-Werner,sps-2-neukoelln.kn-we@t-online.de,,0,0,0,,,,,,,,,,2013/14
08A04,3. Schulpraktisches Seminar (L) Neukölln,Neukölln,öffentlich,Schulpraktisches Seminar,Schulpraktisches Seminar,12057,Hänselstr.6,689773990,689773999,Neukölln,,,,,Fr.,sps-3-neukoelln@t-online.de,,0,0,0,,,,,,,,,,2013/14
08A05,4. Schulpraktisches Seminar (S) Neukölln,Neukölln,öffentlich,Schulpraktisches Seminar,Schulpraktisches Seminar,12353,Wildhüterweg 5,6706663125,66706012,Gropiusstadt,,,,,Fr. Haase-Romeo,sps-4-neukoelln.hr@gmx.de,,0,0,0,,,,,,,,,,2013/14
08B01,Annedore-Leber-Oberschule,Neukölln,öffentlich,Berufsschule mit sonderpäd. Aufgaben,Berufsschule mit sonderpäd. Aufgaben,12359,Paster-Behrens-Str. 88,66588361,66588363,Britz,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",Englisch,"Elektrotechnik, Ernährung und Hauswirtschaft, Farbtechnik und Raumgestaltung, Holztechnik, Metalltechnik, Textiltechnik und Bekleidung, Wirtschaft und Verwaltung",,Fr. Neidel,sekr.Br@aloberlin.de,http://www.aloberlin.de,0,0,0,,,,,,"berufsvorb. Lehrgang (Reha-Maßnahme), Berufsschulunterricht für körper- u. lernbehinderte Auszubildende in verschiedenen Berufsfeldern (Reha-Maßnahme)",,,,2013/14
08B02,"Lise-Meitner-Schule (OSZ Chemie, Physik und Biologie)",Neukölln,öffentlich,Oberstufenzentrum,Berufsschule,12351,Rudower Str. 184,6606890,66068960,Gropiusstadt,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",Englisch,"berufsorientiertes Profil, Chemie, Physik und Biologie, mathematisch-naturwissenschaftliches Profil, umweltbetontes Profil",,Fr. Christiansen,verwaltung@osz-lise-meitner.eu,http://osz-lise-meitner.eu,0,0,0,,,,,,,,,,2013/14
08B02,"Lise-Meitner-Schule (OSZ Chemie, Physik und Biologie)",Neukölln,öffentlich,Oberstufenzentrum,Berufsfachschule,12351,Rudower Str. 184,6606890,66068960,Gropiusstadt,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",Englisch,"berufsorientiertes Profil, Chemie, Physik und Biologie, mathematisch-naturwissenschaftliches Profil, umweltbetontes Profil",,Fr. Christiansen,verwaltung@osz-lise-meitner.eu,http://osz-lise-meitner.eu,0,0,0,,,,,,"Abitur plus Berufsausbildung, Fachhochschulreife plus Berufsausbildung (1- u. mehrjährig)",,,,2013/14
08B02,"Lise-Meitner-Schule (OSZ Chemie, Physik und Biologie)",Neukölln,öffentlich,Oberstufenzentrum,Fachoberschule,12351,Rudower Str. 184,6606890,66068960,Gropiusstadt,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",Englisch,"berufsorientiertes Profil, Chemie, Physik und Biologie, mathematisch-naturwissenschaftliches Profil, umweltbetontes Profil",,Fr. Christiansen,verwaltung@osz-lise-meitner.eu,http://osz-lise-meitner.eu,0,0,0,,,,,,"für Technik, Fachhochschulreife plus Berufsausbildung",,,,2013/14
08B02,"Lise-Meitner-Schule (OSZ Chemie, Physik und Biologie)",Neukölln,öffentlich,Oberstufenzentrum,Fachschule,12351,Rudower Str. 184,6606890,66068960,Gropiusstadt,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",,,,Fr. Christiansen,verwaltung@osz-lise-meitner.eu,http://osz-lise-meitner.eu,0,0,0,,,,,,,,,,2013/14
