Schuljahr,bsn,Text,Personal_M,Personal_W
2012/13,07K11,Lehrkräfte,11,31
2012/13,07K11,Studienreferendare und Lehramtsanwärter,1,2
2012/13,07K12,Erzieher(innen),0,1
2012/13,07K12,Lehrkräfte,26,71
2012/13,07K12,Studienreferendare und Lehramtsanwärter,1,5
2012/13,07S01,Erzieher(innen),0,1
2012/13,07S01,Lehrkräfte,8,29
2012/13,07S01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2012/13,07S01,Studienreferendare und Lehramtsanwärter,1,1
2012/13,07S03,Erzieher(innen),1,1
2012/13,07S03,Lehrkräfte,3,14
2012/13,07S03,Päd. Mitarbeiter(innen) / Unterrichtshilfen,2,26
2012/13,07S03,Studienreferendare und Lehramtsanwärter,0,2
2012/13,07S04,Erzieher(innen),0,2
2012/13,07S04,Lehrkräfte,6,15
2012/13,07S04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,2,24
2012/13,07S04,Studienreferendare und Lehramtsanwärter,1,2
2012/13,07Y01,Lehrkräfte,19,42
2012/13,07Y01,Studienreferendare und Lehramtsanwärter,2,7
2012/13,07Y02,Lehrkräfte,25,33
2012/13,07Y02,Studienreferendare und Lehramtsanwärter,4,8
2012/13,07Y03,Lehrkräfte,20,36
2012/13,07Y03,Studienreferendare und Lehramtsanwärter,6,4
2012/13,07Y04,Lehrkräfte,20,33
2012/13,07Y04,Studienreferendare und Lehramtsanwärter,3,8
2012/13,07Y05,Lehrkräfte,25,36
2012/13,07Y05,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,07Y05,Studienreferendare und Lehramtsanwärter,5,4
2012/13,07Y06,Lehrkräfte,23,33
2012/13,07Y06,Studienreferendare und Lehramtsanwärter,2,7
2012/13,07Y07,Lehrkräfte,24,42
2012/13,07Y07,Studienreferendare und Lehramtsanwärter,3,1
2012/13,07Y08,Lehrkräfte,27,34
2012/13,07Y08,Studienreferendare und Lehramtsanwärter,3,6
2012/13,07Y09,Lehrkräfte,23,33
2012/13,07Y09,Studienreferendare und Lehramtsanwärter,3,5
2012/13,08B01,Lehrkräfte,27,30
2012/13,08B02,Lehrkräfte,58,56
2012/13,08B02,Studienreferendare und Lehramtsanwärter,0,1
2012/13,08B04,Lehrkräfte,91,48
2012/13,08B04,Studienreferendare und Lehramtsanwärter,1,3
2012/13,08B05,Lehrkräfte,15,28
2012/13,08B05,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,1
2012/13,08G01,Erzieher(innen),2,16
2012/13,08G01,Lehrkräfte,6,30
2012/13,08G01,Studienreferendare und Lehramtsanwärter,0,1
2012/13,08G02,Lehrkräfte,1,17
2012/13,08G03,Erzieher(innen),7,15
2012/13,08G03,Lehrkräfte,5,26
2012/13,08G03,Studienreferendare und Lehramtsanwärter,0,2
2012/13,08G05,Erzieher(innen),1,6
2012/13,08G05,Lehrkräfte,4,16
2012/13,08G06,Erzieher(innen),5,17
2012/13,08G06,Lehrkräfte,4,23
2012/13,08G06,Studienreferendare und Lehramtsanwärter,1,0
2012/13,08G07,Erzieher(innen),1,13
2012/13,08G07,Lehrkräfte,4,21
2012/13,08G07,Studienreferendare und Lehramtsanwärter,0,1
2012/13,08G08,Erzieher(innen),1,13
2012/13,08G08,Lehrkräfte,6,31
2012/13,08G08,Studienreferendare und Lehramtsanwärter,0,3
2012/13,08G09,Erzieher(innen),1,20
2012/13,08G09,Lehrkräfte,4,48
2012/13,08G09,Studienreferendare und Lehramtsanwärter,1,3
2012/13,08G10,Erzieher(innen),2,6
2012/13,08G10,Lehrkräfte,1,21
2012/13,08G10,Studienreferendare und Lehramtsanwärter,0,1
2012/13,08G11,Erzieher(innen),1,13
2012/13,08G11,Lehrkräfte,3,26
2012/13,08G12,Lehrkräfte,3,21
2012/13,08G13,Erzieher(innen),2,17
2012/13,08G13,Lehrkräfte,10,28
2012/13,08G13,Studienreferendare und Lehramtsanwärter,0,1
2012/13,08G14,Erzieher(innen),1,10
2012/13,08G14,Lehrkräfte,4,23
2012/13,08G14,Studienreferendare und Lehramtsanwärter,0,1
2012/13,08G15,Erzieher(innen),1,23
2012/13,08G15,Lehrkräfte,5,32
2012/13,08G15,Studienreferendare und Lehramtsanwärter,0,2
2012/13,08G16,Erzieher(innen),1,8
2012/13,08G16,Lehrkräfte,1,18
2012/13,08G16,Studienreferendare und Lehramtsanwärter,0,1
2012/13,08G17,Erzieher(innen),1,13
2012/13,08G17,Lehrkräfte,1,28
2012/13,08G18,Erzieher(innen),0,22
2012/13,08G18,Lehrkräfte,1,27
2012/13,08G18,Studienreferendare und Lehramtsanwärter,0,1
2012/13,08G19,Erzieher(innen),2,10
2012/13,08G19,Lehrkräfte,5,16
2012/13,08G19,Studienreferendare und Lehramtsanwärter,0,2
2012/13,08G20,Erzieher(innen),1,9
2012/13,08G20,Lehrkräfte,2,27
2012/13,08G20,Studienreferendare und Lehramtsanwärter,0,1
2012/13,08G21,Lehrkräfte,5,17
2012/13,08G22,Erzieher(innen),0,10
2012/13,08G22,Lehrkräfte,5,18
2012/13,08G23,Erzieher(innen),0,3
2012/13,08G23,Lehrkräfte,2,25
2012/13,08G24,Erzieher(innen),0,11
2012/13,08G24,Lehrkräfte,7,17
2012/13,08G25,Erzieher(innen),0,12
2012/13,08G25,Lehrkräfte,1,20
2012/13,08G25,Studienreferendare und Lehramtsanwärter,0,1
2012/13,08G26,Erzieher(innen),0,8
2012/13,08G26,Lehrkräfte,1,18
2012/13,08G27,Erzieher(innen),0,15
2012/13,08G27,Lehrkräfte,3,23
2012/13,08G28,Erzieher(innen),0,12
2012/13,08G28,Lehrkräfte,3,22
2012/13,08G29,Erzieher(innen),3,15
2012/13,08G29,Lehrkräfte,3,25
2012/13,08G29,Studienreferendare und Lehramtsanwärter,0,2
2012/13,08G30,Erzieher(innen),0,22
2012/13,08G30,Lehrkräfte,7,35
2012/13,08G30,Studienreferendare und Lehramtsanwärter,0,2
2012/13,08G31,Erzieher(innen),0,9
2012/13,08G31,Lehrkräfte,4,15
2012/13,08G31,Studienreferendare und Lehramtsanwärter,0,1
2012/13,08G32,Erzieher(innen),0,9
2012/13,08G32,Lehrkräfte,3,24
2012/13,08G33,Erzieher(innen),0,9
2012/13,08G33,Lehrkräfte,3,20
2012/13,08G33,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,08G33,Studienreferendare und Lehramtsanwärter,0,1
2012/13,08G34,Erzieher(innen),2,9
2012/13,08G34,Lehrkräfte,4,23
2012/13,08G34,Studienreferendare und Lehramtsanwärter,0,1
2012/13,08G35,Erzieher(innen),4,38
2012/13,08G35,Lehrkräfte,9,34
2012/13,08G35,Studienreferendare und Lehramtsanwärter,2,1
2012/13,08G36,Erzieher(innen),2,10
2012/13,08G36,Lehrkräfte,3,22
2012/13,08G37,Lehrkräfte,3,16
2012/13,08K01,Erzieher(innen),1,22
2012/13,08K01,Lehrkräfte,26,53
2012/13,08K01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,2,0
2012/13,08K01,Studienreferendare und Lehramtsanwärter,2,7
2012/13,08K02,Erzieher(innen),0,2
2012/13,08K02,Lehrkräfte,17,21
2012/13,08K02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,08K02,Studienreferendare und Lehramtsanwärter,0,2
2012/13,08K03,Erzieher(innen),2,4
2012/13,08K03,Lehrkräfte,37,30
2012/13,08K03,Studienreferendare und Lehramtsanwärter,3,1
2012/13,08K04,Erzieher(innen),2,3
2012/13,08K04,Lehrkräfte,18,21
2012/13,08K04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,08K04,Studienreferendare und Lehramtsanwärter,1,1
2012/13,08K05,Erzieher(innen),1,5
2012/13,08K05,Lehrkräfte,45,54
2012/13,08K05,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,3
2012/13,08K05,Studienreferendare und Lehramtsanwärter,3,4
2012/13,08K06,Erzieher(innen),5,23
2012/13,08K06,Lehrkräfte,26,71
2012/13,08K06,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2012/13,08K06,Studienreferendare und Lehramtsanwärter,6,9
2012/13,08K07,Lehrkräfte,18,34
2012/13,08K07,Studienreferendare und Lehramtsanwärter,0,1
2012/13,08K08,Erzieher(innen),2,4
2012/13,08K08,Lehrkräfte,26,52
2012/13,08K09,Lehrkräfte,21,23
2012/13,08K09,Studienreferendare und Lehramtsanwärter,0,1
2012/13,08K10,Lehrkräfte,21,37
2012/13,08K11,Lehrkräfte,21,39
2012/13,08K11,Studienreferendare und Lehramtsanwärter,1,3
2012/13,08K12,Lehrkräfte,16,20
2012/13,08K12,Studienreferendare und Lehramtsanwärter,0,2
2012/13,08S01,Erzieher(innen),0,2
2012/13,08S01,Lehrkräfte,12,22
2012/13,08S03,Erzieher(innen),0,2
2012/13,08S03,Lehrkräfte,1,14
2012/13,08S04,Erzieher(innen),1,8
2012/13,08S04,Lehrkräfte,9,21
2012/13,08S04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2012/13,08S04,Studienreferendare und Lehramtsanwärter,1,1
2012/13,08S05,Erzieher(innen),0,2
2012/13,08S05,Lehrkräfte,2,16
2012/13,08S05,Studienreferendare und Lehramtsanwärter,0,1
2012/13,08S06,Erzieher(innen),0,2
2012/13,08S06,Lehrkräfte,7,16
2012/13,08S06,Studienreferendare und Lehramtsanwärter,0,1
2012/13,08S07,Erzieher(innen),0,5
2012/13,08S07,Lehrkräfte,7,37
2012/13,08S07,Päd. Mitarbeiter(innen) / Unterrichtshilfen,8,55
2012/13,08S07,Studienreferendare und Lehramtsanwärter,1,2
2012/13,08S08,Erzieher(innen),4,27
2012/13,08S08,Lehrkräfte,11,70
2012/13,08S08,Päd. Mitarbeiter(innen) / Unterrichtshilfen,3,5
2012/13,08S08,Studienreferendare und Lehramtsanwärter,0,8
2012/13,08S09,Lehrkräfte,4,12
2012/13,08S09,Studienreferendare und Lehramtsanwärter,1,1
2012/13,08Y01,Lehrkräfte,25,29
2012/13,08Y01,Studienreferendare und Lehramtsanwärter,3,7
2012/13,08Y02,Lehrkräfte,20,36
2012/13,08Y02,Studienreferendare und Lehramtsanwärter,6,4
2012/13,08Y03,Lehrkräfte,31,64
2012/13,08Y03,Studienreferendare und Lehramtsanwärter,11,9
2012/13,08Y04,Lehrkräfte,20,28
2012/13,08Y04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,08Y04,Studienreferendare und Lehramtsanwärter,5,6
2012/13,08Y05,Lehrkräfte,25,63
2012/13,08Y05,Studienreferendare und Lehramtsanwärter,5,14
2012/13,08Y06,Lehrkräfte,23,36
2012/13,08Y06,Studienreferendare und Lehramtsanwärter,3,9
2012/13,09A05,Lehrkräfte,13,35
2012/13,09A05,Studienreferendare und Lehramtsanwärter,0,1
2012/13,09A06,Lehrkräfte,3,4
2012/13,09A07,Erzieher(innen),1,1
2012/13,09A07,Lehrkräfte,14,27
2012/13,09A07,Studienreferendare und Lehramtsanwärter,1,3
2012/13,09B03,Lehrkräfte,27,32
2012/13,09B03,Studienreferendare und Lehramtsanwärter,1,2
2012/13,09G01,Erzieher(innen),1,17
2012/13,09G01,Lehrkräfte,9,35
2012/13,09G01,Studienreferendare und Lehramtsanwärter,1,2
2012/13,09G04,Erzieher(innen),0,19
2012/13,09G04,Lehrkräfte,3,24
2012/13,09G04,Studienreferendare und Lehramtsanwärter,0,2
2012/13,09G05,Erzieher(innen),3,13
2012/13,09G05,Lehrkräfte,1,19
2012/13,09G06,Erzieher(innen),0,13
2012/13,09G06,Lehrkräfte,4,14
2012/13,09G06,Studienreferendare und Lehramtsanwärter,0,1
2012/13,09G07,Erzieher(innen),0,12
2012/13,09G07,Lehrkräfte,1,19
2012/13,09G09,Lehrkräfte,1,16
2012/13,09G09,Studienreferendare und Lehramtsanwärter,1,1
2012/13,09G10,Erzieher(innen),0,10
2012/13,09G10,Lehrkräfte,1,24
2012/13,09G10,Studienreferendare und Lehramtsanwärter,0,1
2012/13,09G11,Erzieher(innen),0,11
2012/13,09G11,Lehrkräfte,4,20
2012/13,09G11,Studienreferendare und Lehramtsanwärter,0,2
2012/13,09G13,Erzieher(innen),0,7
2012/13,09G13,Lehrkräfte,2,5
2012/13,09G13,Studienreferendare und Lehramtsanwärter,0,1
2012/13,09G14,Erzieher(innen),0,15
2012/13,09G14,Lehrkräfte,2,22
2012/13,09G14,Studienreferendare und Lehramtsanwärter,0,2
2012/13,09G15,Erzieher(innen),0,15
2012/13,09G15,Lehrkräfte,1,31
2012/13,09G15,Studienreferendare und Lehramtsanwärter,0,1
2012/13,09G16,Erzieher(innen),0,8
2012/13,09G16,Lehrkräfte,1,13
2012/13,09G17,Erzieher(innen),2,15
2012/13,09G17,Lehrkräfte,1,21
2012/13,09G18,Erzieher(innen),1,12
2012/13,09G18,Lehrkräfte,4,25
2012/13,09G18,Studienreferendare und Lehramtsanwärter,0,1
2012/13,09G19,Erzieher(innen),0,16
2012/13,09G19,Lehrkräfte,4,19
2012/13,09G19,Studienreferendare und Lehramtsanwärter,1,0
2012/13,09G20,Erzieher(innen),0,9
2012/13,09G20,Lehrkräfte,2,14
2012/13,09G20,Studienreferendare und Lehramtsanwärter,0,1
2012/13,09G21,Erzieher(innen),0,18
2012/13,09G21,Lehrkräfte,2,27
2012/13,09G21,Studienreferendare und Lehramtsanwärter,0,2
2012/13,09G22,Erzieher(innen),3,22
2012/13,09G22,Lehrkräfte,6,24
2012/13,09G22,Studienreferendare und Lehramtsanwärter,0,2
2012/13,09G23,Erzieher(innen),0,14
2012/13,09G23,Lehrkräfte,1,18
2012/13,09G23,Studienreferendare und Lehramtsanwärter,0,1
2012/13,09G24,Erzieher(innen),0,12
2012/13,09G24,Lehrkräfte,1,20
2012/13,09G24,Studienreferendare und Lehramtsanwärter,1,0
2012/13,09G25,Erzieher(innen),0,9
2012/13,09G25,Lehrkräfte,2,15
2012/13,09G26,Erzieher(innen),0,2
2012/13,09G26,Lehrkräfte,2,22
2012/13,09G26,Studienreferendare und Lehramtsanwärter,0,1
2012/13,09G27,Erzieher(innen),0,17
2012/13,09G27,Lehrkräfte,0,22
2012/13,09G29,Erzieher(innen),0,8
2012/13,09G29,Lehrkräfte,1,7
2012/13,09G29,Studienreferendare und Lehramtsanwärter,1,1
2012/13,09K01,Erzieher(innen),1,1
2012/13,09K01,Lehrkräfte,22,47
2012/13,09K01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,1
2012/13,09K01,Studienreferendare und Lehramtsanwärter,1,6
2012/13,09K02,Erzieher(innen),1,16
2012/13,09K02,Lehrkräfte,14,51
2012/13,09K02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,09K02,Studienreferendare und Lehramtsanwärter,2,7
2012/13,09K03,Lehrkräfte,8,26
2012/13,09K03,Studienreferendare und Lehramtsanwärter,1,2
2012/13,09K04,Lehrkräfte,8,22
2012/13,09K04,Studienreferendare und Lehramtsanwärter,1,1
2012/13,09K05,Lehrkräfte,11,20
2012/13,09K05,Studienreferendare und Lehramtsanwärter,2,0
2012/13,09K06,Lehrkräfte,4,27
2012/13,09K07,Erzieher(innen),1,14
2012/13,09K07,Lehrkräfte,10,55
2012/13,09K07,Studienreferendare und Lehramtsanwärter,1,3
2012/13,09K08,Lehrkräfte,11,28
2012/13,09K08,Studienreferendare und Lehramtsanwärter,0,2
2012/13,09K09,Erzieher(innen),2,14
2012/13,09K09,Lehrkräfte,10,44
2012/13,09K09,Studienreferendare und Lehramtsanwärter,0,1
2012/13,09S01,Erzieher(innen),0,5
2012/13,09S01,Lehrkräfte,2,23
2012/13,09S02,Erzieher(innen),0,3
2012/13,09S02,Lehrkräfte,4,19
2012/13,09S02,Studienreferendare und Lehramtsanwärter,0,1
2012/13,09S03,Erzieher(innen),0,3
2012/13,09S03,Lehrkräfte,6,19
2012/13,09S03,Päd. Mitarbeiter(innen) / Unterrichtshilfen,3,34
2012/13,09S03,Studienreferendare und Lehramtsanwärter,0,2
2012/13,09S04,Erzieher(innen),1,14
2012/13,09S04,Lehrkräfte,1,29
2012/13,09S04,Studienreferendare und Lehramtsanwärter,0,2
2012/13,09S05,Erzieher(innen),0,2
2012/13,09S05,Lehrkräfte,2,6
2012/13,09Y03,Lehrkräfte,23,29
2012/13,09Y03,Studienreferendare und Lehramtsanwärter,5,5
2012/13,09Y04,Lehrkräfte,14,49
2012/13,09Y04,Studienreferendare und Lehramtsanwärter,3,6
2012/13,09Y05,Lehrkräfte,11,36
2012/13,09Y05,Studienreferendare und Lehramtsanwärter,4,5
2012/13,09Y06,Lehrkräfte,10,32
2012/13,09Y06,Studienreferendare und Lehramtsanwärter,3,8
2012/13,09Y10,Lehrkräfte,11,38
2012/13,09Y10,Studienreferendare und Lehramtsanwärter,3,9
2012/13,09Y11,Lehrkräfte,17,39
2012/13,09Y11,Studienreferendare und Lehramtsanwärter,2,9
2012/13,10A04,Lehrkräfte,15,32
2012/13,10B01,Lehrkräfte,14,62
2012/13,10B01,Studienreferendare und Lehramtsanwärter,0,4
2012/13,10B02,Lehrkräfte,15,55
2012/13,10B02,Studienreferendare und Lehramtsanwärter,1,3
2012/13,10G01,Erzieher(innen),1,16
2012/13,10G01,Lehrkräfte,2,22
2012/13,10G03,Erzieher(innen),0,17
2012/13,10G03,Lehrkräfte,5,23
2012/13,10G03,Studienreferendare und Lehramtsanwärter,1,2
2012/13,10G04,Erzieher(innen),3,15
2012/13,10G04,Lehrkräfte,3,20
2012/13,10G05,Erzieher(innen),2,14
2012/13,10G05,Lehrkräfte,2,22
2012/13,10G06,Erzieher(innen),2,16
2012/13,10G06,Lehrkräfte,1,36
2012/13,10G06,Studienreferendare und Lehramtsanwärter,0,2
2012/13,10G07,Erzieher(innen),0,12
2012/13,10G07,Lehrkräfte,1,18
2012/13,10G08,Erzieher(innen),2,16
2012/13,10G08,Lehrkräfte,3,23
2012/13,10G09,Erzieher(innen),2,14
2012/13,10G09,Lehrkräfte,2,23
2012/13,10G09,Studienreferendare und Lehramtsanwärter,0,1
2012/13,10G10,Erzieher(innen),1,15
2012/13,10G10,Lehrkräfte,3,26
2012/13,10G10,Studienreferendare und Lehramtsanwärter,1,1
2012/13,10G11,Erzieher(innen),0,16
2012/13,10G11,Lehrkräfte,2,21
2012/13,10G12,Erzieher(innen),1,18
2012/13,10G12,Lehrkräfte,3,26
2012/13,10G12,Studienreferendare und Lehramtsanwärter,0,1
2012/13,10G13,Erzieher(innen),0,15
2012/13,10G13,Lehrkräfte,3,28
2012/13,10G13,Studienreferendare und Lehramtsanwärter,0,2
2012/13,10G14,Erzieher(innen),0,15
2012/13,10G14,Lehrkräfte,3,39
2012/13,10G14,Studienreferendare und Lehramtsanwärter,0,1
2012/13,10G16,Erzieher(innen),1,12
2012/13,10G16,Lehrkräfte,1,18
2012/13,10G17,Erzieher(innen),0,11
2012/13,10G17,Lehrkräfte,1,24
2012/13,10G17,Studienreferendare und Lehramtsanwärter,0,1
2012/13,10G18,Erzieher(innen),0,16
2012/13,10G18,Lehrkräfte,1,25
2012/13,10G19,Erzieher(innen),2,18
2012/13,10G19,Lehrkräfte,3,30
2012/13,10G19,Studienreferendare und Lehramtsanwärter,0,2
2012/13,10G22,Erzieher(innen),0,22
2012/13,10G22,Lehrkräfte,1,24
2012/13,10G25,Erzieher(innen),1,18
2012/13,10G25,Lehrkräfte,4,22
2012/13,10G25,Studienreferendare und Lehramtsanwärter,1,2
2012/13,10G26,Erzieher(innen),0,11
2012/13,10G26,Lehrkräfte,2,14
2012/13,10G26,Studienreferendare und Lehramtsanwärter,1,0
2012/13,10G28,Erzieher(innen),1,27
2012/13,10G28,Lehrkräfte,3,34
2012/13,10G28,Studienreferendare und Lehramtsanwärter,0,1
2012/13,10G29,Erzieher(innen),0,16
2012/13,10G29,Lehrkräfte,2,22
2012/13,10G30,Lehrkräfte,2,19
2012/13,10G31,Erzieher(innen),0,13
2012/13,10G31,Lehrkräfte,1,23
2012/13,10G32,Erzieher(innen),0,1
2012/13,10G32,Lehrkräfte,3,24
2012/13,10G32,Studienreferendare und Lehramtsanwärter,1,0
2012/13,10G33,Erzieher(innen),0,13
2012/13,10G33,Lehrkräfte,3,20
2012/13,10K01,Erzieher(innen),0,2
2012/13,10K01,Lehrkräfte,20,64
2012/13,10K01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,10K01,Studienreferendare und Lehramtsanwärter,2,5
2012/13,10K02,Erzieher(innen),1,2
2012/13,10K02,Lehrkräfte,15,27
2012/13,10K02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2012/13,10K02,Studienreferendare und Lehramtsanwärter,1,2
2012/13,10K03,Lehrkräfte,9,15
2012/13,10K03,Studienreferendare und Lehramtsanwärter,0,1
2012/13,10K04,Erzieher(innen),0,2
2012/13,10K04,Lehrkräfte,6,30
2012/13,10K04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,10K04,Studienreferendare und Lehramtsanwärter,0,3
2012/13,10K05,Lehrkräfte,10,33
2012/13,10K05,Studienreferendare und Lehramtsanwärter,0,1
2012/13,10K06,Lehrkräfte,7,26
2012/13,10K06,Studienreferendare und Lehramtsanwärter,0,2
2012/13,10K07,Lehrkräfte,5,31
2012/13,10K07,Studienreferendare und Lehramtsanwärter,0,1
2012/13,10K08,Lehrkräfte,10,19
2012/13,10K08,Studienreferendare und Lehramtsanwärter,0,2
2012/13,10K09,Lehrkräfte,5,25
2012/13,10K09,Studienreferendare und Lehramtsanwärter,0,1
2012/13,10K10,Erzieher(innen),0,21
2012/13,10K10,Lehrkräfte,12,51
2012/13,10K10,Studienreferendare und Lehramtsanwärter,0,1
2012/13,10S04,Erzieher(innen),0,3
2012/13,10S04,Lehrkräfte,1,21
2012/13,10S04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,24
2012/13,10S04,Studienreferendare und Lehramtsanwärter,0,2
2012/13,10S07,Erzieher(innen),1,2
2012/13,10S07,Lehrkräfte,1,36
2012/13,10S08,Erzieher(innen),0,4
2012/13,10S08,Lehrkräfte,1,23
2012/13,10S08,Päd. Mitarbeiter(innen) / Unterrichtshilfen,2,24
2012/13,10S08,Studienreferendare und Lehramtsanwärter,0,3
2012/13,10S10,Erzieher(innen),0,3
2012/13,10S10,Lehrkräfte,4,33
2012/13,10S10,Studienreferendare und Lehramtsanwärter,0,2
2012/13,10S11,Erzieher(innen),0,16
2012/13,10S11,Lehrkräfte,3,33
2012/13,10Y01,Lehrkräfte,11,44
2012/13,10Y01,Studienreferendare und Lehramtsanwärter,4,8
2012/13,10Y02,Lehrkräfte,20,36
2012/13,10Y02,Studienreferendare und Lehramtsanwärter,5,7
2012/13,10Y03,Lehrkräfte,14,43
2012/13,10Y03,Studienreferendare und Lehramtsanwärter,3,7
2012/13,10Y08,Lehrkräfte,14,34
2012/13,10Y08,Studienreferendare und Lehramtsanwärter,2,4
2012/13,10Y11,Lehrkräfte,18,38
2012/13,10Y11,Studienreferendare und Lehramtsanwärter,4,5
2012/13,11A07,Erzieher(innen),5,19
2012/13,11A07,Lehrkräfte,46,106
2012/13,11A07,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,11A07,Studienreferendare und Lehramtsanwärter,6,9
2012/13,11B01,Lehrkräfte,35,14
2012/13,11B01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2012/13,11B02,Lehrkräfte,66,31
2012/13,11B02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,11B02,Studienreferendare und Lehramtsanwärter,1,0
2012/13,11B03,Lehrkräfte,22,51
2012/13,11B03,Studienreferendare und Lehramtsanwärter,0,3
2012/13,11G01,Erzieher(innen),0,17
2012/13,11G01,Lehrkräfte,4,23
2012/13,11G01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,11G02,Erzieher(innen),0,13
2012/13,11G02,Lehrkräfte,2,20
2012/13,11G02,Studienreferendare und Lehramtsanwärter,0,1
2012/13,11G03,Erzieher(innen),1,13
2012/13,11G03,Lehrkräfte,0,18
2012/13,11G03,Studienreferendare und Lehramtsanwärter,0,1
2012/13,11G05,Erzieher(innen),2,14
2012/13,11G05,Lehrkräfte,1,22
2012/13,11G05,Studienreferendare und Lehramtsanwärter,0,1
2012/13,11G06,Erzieher(innen),0,12
2012/13,11G06,Lehrkräfte,2,21
2012/13,11G07,Erzieher(innen),2,8
2012/13,11G07,Lehrkräfte,1,18
2012/13,11G07,Studienreferendare und Lehramtsanwärter,0,2
2012/13,11G08,Erzieher(innen),5,9
2012/13,11G08,Lehrkräfte,4,16
2012/13,11G08,Studienreferendare und Lehramtsanwärter,0,3
2012/13,11G09,Erzieher(innen),0,11
2012/13,11G09,Lehrkräfte,4,21
2012/13,11G10,Erzieher(innen),0,12
2012/13,11G10,Lehrkräfte,3,18
2012/13,11G10,Studienreferendare und Lehramtsanwärter,0,3
2012/13,11G11,Lehrkräfte,4,24
2012/13,11G11,Studienreferendare und Lehramtsanwärter,1,2
2012/13,11G12,Erzieher(innen),2,18
2012/13,11G12,Lehrkräfte,2,29
2012/13,11G12,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,11G12,Studienreferendare und Lehramtsanwärter,1,2
2012/13,11G13,Erzieher(innen),3,14
2012/13,11G13,Lehrkräfte,1,20
2012/13,11G13,Studienreferendare und Lehramtsanwärter,1,0
2012/13,11G14,Erzieher(innen),0,1
2012/13,11G14,Lehrkräfte,4,20
2012/13,11G14,Studienreferendare und Lehramtsanwärter,0,2
2012/13,11G15,Erzieher(innen),0,10
2012/13,11G15,Lehrkräfte,1,13
2012/13,11G15,Studienreferendare und Lehramtsanwärter,0,1
2012/13,11G16,Erzieher(innen),1,8
2012/13,11G16,Lehrkräfte,2,11
2012/13,11G16,Studienreferendare und Lehramtsanwärter,0,2
2012/13,11G17,Erzieher(innen),0,17
2012/13,11G17,Lehrkräfte,3,24
2012/13,11G17,Studienreferendare und Lehramtsanwärter,0,3
2012/13,11G18,Erzieher(innen),0,11
2012/13,11G18,Lehrkräfte,1,20
2012/13,11G18,Studienreferendare und Lehramtsanwärter,1,3
2012/13,11G19,Erzieher(innen),0,14
2012/13,11G19,Lehrkräfte,0,18
2012/13,11G19,Studienreferendare und Lehramtsanwärter,0,1
2012/13,11G21,Erzieher(innen),1,12
2012/13,11G21,Lehrkräfte,0,19
2012/13,11G21,Studienreferendare und Lehramtsanwärter,0,2
2012/13,11G22,Erzieher(innen),2,12
2012/13,11G22,Lehrkräfte,3,25
2012/13,11G22,Studienreferendare und Lehramtsanwärter,0,2
2012/13,11G23,Erzieher(innen),0,14
2012/13,11G23,Lehrkräfte,2,21
2012/13,11G23,Studienreferendare und Lehramtsanwärter,0,4
2012/13,11G25,Erzieher(innen),0,16
2012/13,11G25,Lehrkräfte,2,23
2012/13,11G25,Studienreferendare und Lehramtsanwärter,0,1
2012/13,11G26,Erzieher(innen),0,13
2012/13,11G26,Lehrkräfte,0,19
2012/13,11G26,Studienreferendare und Lehramtsanwärter,0,2
2012/13,11G28,Erzieher(innen),2,15
2012/13,11G28,Lehrkräfte,3,23
2012/13,11G28,Studienreferendare und Lehramtsanwärter,0,2
2012/13,11G29,Erzieher(innen),1,19
2012/13,11G29,Lehrkräfte,3,28
2012/13,11G29,Studienreferendare und Lehramtsanwärter,1,0
2012/13,11K01,Erzieher(innen),0,2
2012/13,11K01,Lehrkräfte,5,30
2012/13,11K01,Studienreferendare und Lehramtsanwärter,1,2
2012/13,11K02,Erzieher(innen),0,3
2012/13,11K02,Lehrkräfte,16,53
2012/13,11K02,Studienreferendare und Lehramtsanwärter,3,6
