BSN	Schulname	Region	Schultraeger	Schulart	Schulzweig	PLZ	Strasse	Telefon	Fax	ORTSTEIL	Bauten	Fremdsprachen	spez_Angebote	Schulleitung	eMail	Internet	Ganztagsbetrieb	ZweiterBildungsweg	Grundschulteil	GymnasialeOberstufe	DualesLernen	BemerkungenSchulzweig		Leistungskurse	Schuljahr
07G34	Marienfelder-Schule (Grundschule)	Tempelhof-Schöneberg	öffentlich	Grundschule	Grundschule	12279	Erbendorfer Weg 13	902774104	902774105	Marienfelde	rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Französisch	Ganztagsschule in gebundener Form, Ganztagsschule in offener Form, Lerngruppen für Neuzugänge ohne Deutschkenntnisse, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen	Fr. Nathusius	sekretariat@marienfelder.schulen-ts.de	http://www.marienfelder-gs.de	 	0	0	0		Förderverein, Konfliktlotsen, Mediation			2014/15  
07G35	Nahariya-Grundschule	Tempelhof-Schöneberg	öffentlich	Grundschule	Grundschule	12309	Nahariyastr. 13-17	902778256	902778257	Lichtenrade	Parkplatz für Schwerbehinderte vorhanden, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulstation	Fr. Peters-Brose	schulbuero@nahariyaschule.de	http://www.nahariya-schule-berlin.de	Offener Ganztagsbetrieb	0	0	0		Kreative Erziehung im künstlerischen und musischen Bereich; Einrichtung einer Bläserklasse; Einsatz von Konflitklotsen			2014/15  
07G36	Grundschule am Dielingsgrund	Tempelhof-Schöneberg	öffentlich	Grundschule	Grundschule	12305	Dielingsgrund 35	902778222	902778252	Lichtenrade	zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch, 1. Fremdsprache Französisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	Fr. Marx	GrundschuleamDielingsgrund@t-online.de	http://www.Grundschule-am-Dielingsgrund.de	Offener Ganztagsbetrieb	0	0	0		Konfliktlotsen, Schulzeitung, PC-Kurs			2014/15  
07G37	Ikarus-Grundschule	Tempelhof-Schöneberg	öffentlich	Grundschule	Grundschule	12107	Körtingstr. 45	902777459	902777463	Mariendorf		1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen	komm. Hr. Bruch	schulleitung@ikarus-grundschule.de	http://www.ikarus-grundschule.de	Offener Ganztagsbetrieb	0	0	0					2014/15  
07K01	Sophie-Scholl-Schule	Tempelhof-Schöneberg	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	10781	Elßholzstr. 34-37	902777171	902774465	Schöneberg	rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	3. Fremdsprache Französisch, 3. Fremdsprache Latein, 3. Fremdsprache Spanisch, S1 Englisch/Französisch, S4 Englisch/Spanisch	musikbetontes Profil, kunstbetontes Profil, mathematisch-naturwissenschaftliches Profil, Ganztagsschule in gebundener Form, UNESCO-Projekte, Gleichzeitiger Erwerb von Abitur und Baccalauréat, Staatliche Europa-Schule Berlin Deutsch/Französisch	N.N.	sophie.scholl@berlin.de	http://sophie-scholl-schule.eu	 	0	0	1	'Betriebserkundungen; Schnupperpraktika; Betriebspraktika; 
Bewerbungstrainining; Schülerfirmen'	Integration von sechs Schülerinnen und Schülern mit sonderpädagogischem Förderbedarf pro Jahrgang		Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Französisch, Geschichte, Mathematik, Musik, Physik, Politische Weltkunde	2014/15  
07K02	Carl-Zeiss-Schule	Tempelhof-Schöneberg	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	12305	Barnetstr. 12-14	902778206	902778209	Lichtenrade	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	S1 Englisch/Französisch, S2 Englisch/Latein, S4 Englisch/Spanisch	umweltbetontes Profil, medienbetontes Profil, Schulstation, Ganztagsschule in gebundener Form, UNESCO-Projekte	Hr. Dr. Zapfe	sekretariat@carl-zeiss-oberschule.de	http://www.carl-zeiss-oberschule.de	 	0	0	1	Betriebspraktika; Betriebserkundungen; Bewerbungstraining; Schnupperpraktika; Schülerfirmen; Assessment-Center; Berufsorientierungstag; Informationsveranstaltung für Eltern			Bildende Kunst/Kunst, Biologie, Deutsch, Englisch, Erdkunde, Geschichte, Mathematik, Physik, Politische Weltkunde	2014/15  
07K03	Gustav-Heinemann-Schule	Tempelhof-Schöneberg	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	12279	Waldsassener Str. 62	902774132	902774133	Marienfelde	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	2. Fremdsprache Japanisch, 3. Fremdsprache Französisch, 3. Fremdsprache Latein, S1 Englisch/Französisch, S2 Englisch/Latein	musikbetontes Profil, mathematisch-naturwissenschaftliches Profil, Ganztagsschule in gebundener Form, ab Jahrgangsstufe 5 beginnende Züge, bilinguale Angebote Deutsch/Englisch	Hr. Hintze	Sekretariat@ghoberlin.de	http://www.gho-berlin.cidsnet.de	 	0	0	1	Betriebspraktika; Betriebserkundungen; Bewerbungstraining; Schnupperpraktika; Berufs-Parcours; Ringpraktikum	musikbetonter Zug (Bläserklasse) ab Jahrgangsstufe 7; Japanisch als zweite Fremdsprache ab Jahrgangsstufe 5 wählbar		Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Französisch, Geschichte, Latein, Mathematik, Musik, Physik, Politische Weltkunde	2014/15  
07K04	Theodor-Haubach-Schule	Tempelhof-Schöneberg	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	12305	Grimmstr. 9-11	902778245	902778239	Lichtenrade		1. Fremdsprache Englisch, 2. Fremdsprache Französisch	Profil Informationstechnik, berufsorientiertes Profil, Schulstation, Ganztagsschule in teilgebundener Form, Besondere Organisationsform des Dualen Lernens: Praxislerngruppen, bilinguale Angebote Deutsch/Englisch	Hr. Witt von Krauss	sekretariat@ths-berlin.de	http://www.ths-berlin.de	 	0	0	0	'Betriebserkundungen; Schnupperpraktika; Betriebspraktika; 
Bewerbungstrainining; Praxislerngruppen; Laufbahnberatung mit Schülern und Eltern'	Einsatz von Konfliktlotsen			2014/15  
07K05	Solling-Schule	Tempelhof-Schöneberg	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	12277	Alt-Marienfelde 52	902777453	902777455	Marienfelde	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch, 2. Fremdsprache Französisch, 2. Fremdsprache Spanisch	Ganztagsschule in offener Form, Besondere Organisationsform des Dualen Lernens: Praxislerngruppen	Fr. Blank	sekretariat@solling-oberschule-berlin.de	http://www.solling-schule.de/	 	0	0	0	'Betriebserkundungen; Schnupperpraktika; Betriebspraktika; 
Bewerbungstrainining; Schülerfirmen; Sozialpraktikum'	Modellschule Pädagogische Schulentwicklung			2014/15  
07K06	Georg-von-Giesche-Schule	Tempelhof-Schöneberg	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	10779	Hohenstaufenstr. 47-48	902777169	902778956	Schöneberg		1. Fremdsprache Englisch, 1. Fremdsprache Französisch, 2. Fremdsprache Englisch, 3. Fremdsprache Spanisch	Ganztagsschule in gebundener Form, Ganztagsschule in teilgebundener Form, Staatliche Europa-Schule Berlin Deutsch/Französisch	Fr. Dudek	schulleitung@georg-von-giesche-schule.de	http://www.georg-von-giesche-schule.de	 	0	0	0	Betriebserkundungen; Betriebspraktika; Bewerbungstrainining; Assessment-Center				2014/15  
07K07	Johanna-Eck-Schule (Integrierte Sekundarschule)	Tempelhof-Schöneberg	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	12105	Ringstr. 103-106	902772676	902772681	Tempelhof		1. Fremdsprache Englisch, 2. Fremdsprache Französisch	Schulstation, Ganztagsschule in teilgebundener Form, Besondere Organisationsform des Dualen Lernens: Praxislerngruppen, Lerngruppen für Neuzugänge ohne Deutschkenntnisse	Fr. Weimar	kontakt@iss-ringstrasse.de	http://iss-ringstrasse.de/	 	0	0	0	'Service Learning; Betriebserkundungen; Schnupperpraktika; Betriebspraktika; Bewerbungstrainining; 
Assessment-Center; Schülerfirmen'	Unterricht nach dem  40-Minuten-Modell			2014/15  
07K09	Gustav-Langenscheidt-Schule	Tempelhof-Schöneberg	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	10823	Belziger Str. 43-51	902777165	902774340	Schöneberg		1. Fremdsprache Englisch, 2. Fremdsprache Französisch	berufsorientiertes Profil, Schulstation, Ganztagsschule in teilgebundener Form, Besondere Organisationsform des Dualen Lernens: Praxislerngruppen	Fr. Kozelnik	info@g-l-s.cidsnet.de	http://www.g-l-s.cidsnet.de	 	0	0	0	Service Learning; Schülerfirmen (Holzverarbeitung; Catering); Betriebserkundungen; Schnupperpraktika; Betriebspraktika; Bewerbungstrainining; Schüler-Azubi-Projekte; Praxistag	Ausbildung zu Konfliktlotsen			2014/15  
07K10	Friedrich-Bergius-Schule	Tempelhof-Schöneberg	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	12159	Perelsplatz 6-9	902777910	902777839	Friedenau		1. Fremdsprache Englisch, 2. Fremdsprache Französisch	mathematisch-naturwissenschaftliches Profil, theaterbetontes Profil, Ganztagsschule in offener Form	Hr. Rudolph	friedrich_bergius@schulen-Tempelhof-Schoeneberg.de	http://www.Friedrich-Bergius-Schule.de	Offener Ganztagsbetrieb	0	0	0	Betriebspraktika; Betriebserkundungen; Bewerbungstraining; Schülerfirmen; Schnupperpraktika; Jobcoaching in Klasse 10	Individuelle Förderung bei der jeder Schüler/jede Schülerin an die eigenen Leistungsgrenzen geführt wird			2014/15  
07K11	Hugo-Gaudig-Schule	Tempelhof-Schöneberg	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	12101	Boelckestr. 58-60	902772666	902772239	Tempelhof		1. Fremdsprache Englisch, 2. Fremdsprache Französisch	Profil Informationstechnik, Ganztagsschule in offener Form, Lerngruppen für Neuzugänge ohne Deutschkenntnisse, bilinguale Angebote Deutsch/Englisch	Fr. Stüer	hans.pleier@hugo-gaudig-schule.de	http://www.hugo-gaudig-schule.de	 	0	0	0	Assessment-Center; Betriebserkundungen; Betriebspraktikum; Bewerbungstraining; Schnupperpraktikum	Projekt Pädagogische Schulentwicklung; Konfliktlotsentraining / Mediatorenausbildung; Notebook-Klassen; Schülerinnen und Schüler des deutsch-englischen Zuges erhalten zwei zusätzliche Englisch-Stunden. Außerdem erfolgt der Erdkunde-Unterricht ab Jahrgangsstufe 7 in englischer Sprache, ab Jahrgangsstufe 9 auch der Unterricht in Geschichte.			2014/15  
07K12	1. Gemeinschaftsschule Schöneberg	Tempelhof-Schöneberg	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	12157	Rubensstr. 63	902777904	902774339	Schöneberg	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch, 1. Fremdsprache Französisch, 2. Fremdsprache Englisch, 2. Fremdsprache Französisch	Profil Wirtschaft-Arbeit-Technik (WAT), theaterbetontes Profil, berufsorientiertes Profil, Ganztagsschule in offener Form, Ganztagsschule in teilgebundener Form, veränderte Formen der Leistungsbeurteilung, Pilotphase der Gemeinschaftsschule, Inklusiver Unterricht/Inklusive Erziehung, Lerngruppen für Lese-Rechtschreibschwierigkeiten, jahrgangsübergreifende Lerngruppen 1-3, 4-6, Besondere Organisationsform des Dualen Lernens: Produktives Lernen, Lerngruppen für Neuzugänge ohne Deutschkenntnisse	Hr. Runkel	gemeinschaftsschule-schoeneberg@gmx.de	http://www.gemeinschaftsschule-schoeneberg.de	 	0	1	0	 	Die Schule hat eine künstlerisch-kulturelle Ausrichtung.			2014/15  
07K13	13. Schule (Integrierte Sekundarschule)	Tempelhof-Schöneberg	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	12103	Alt-Tempelhof 53-57	902772641	902772644	Tempelhof			Ganztagsschule in offener Form	komm. Hr. Heine	schule07k13@gmx.de		 	1	0	0	 	 			2014/15  
07P01	Katholische Schule Sankt Franziskus (Integrierte Sekundarschule)	Tempelhof-Schöneberg	privat	Integrierte Sekundarschule	Integrierte Sekundarschule	10781	Hohenstaufenstr. 2	2163565	2163512	Schöneberg		3. Fremdsprache Französisch, 3. Fremdsprache Spanisch, S1 Englisch/Französisch, S2 Englisch/Latein	Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, genehmigte Ersatzschule, Staatlich anerkannte Ergänzungsschule	Hr. Schröder	sekretariat@franziskusschule-berlin.de	http://www.franziskusschule-berlin.de	 	0	1	1	 	 			2014/15  
07P02	Pestalozzi-Fröbel-Haus	Tempelhof-Schöneberg	privat	Kombinierte berufliche Schule	Fachoberschule	10781	Karl-Schrader-Str. 7-8	21730242	21730188	Schöneberg		Englisch	genehmigte Ersatzschule, Sozialwesen	Fr. Lauffer	schulleitung@pfh-berlin.de	http://www.pfh-berlin.de	 	0	0	0		für Gesundheit und Sozialwesen			2014/15  
07P02	Pestalozzi-Fröbel-Haus	Tempelhof-Schöneberg	privat	Kombinierte berufliche Schule	Fachschule	10781	Karl-Schrader-Str. 7-8	21730242	21730188	Schöneberg			genehmigte Ersatzschule, Sozialwesen	Fr. Lauffer	schulleitung@pfh-berlin.de	http://www.pfh-berlin.de	 	0	0	0		für Sozialpädagogik			2014/15  
07P03	Lette-Verein Stiftung des öffentlichen Rechts	Tempelhof-Schöneberg	privat	Kombinierte berufliche Schule	Berufsschule	10777	Viktoria-Luise-Platz 6	219940	21994241	Schöneberg	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Englisch	Ernährung und Hauswirtschaft, Staatlich anerkannte Ersatzschule	Hr. Forstmann	info@lette-verein.de	http://www.lette-verein.de	 	0	0	0		für Ernährung u. Hauswirtschaft; BB 10 - u. VZ 11 Lehrgang			2014/15  
07P03	Lette-Verein Stiftung des öffentlichen Rechts	Tempelhof-Schöneberg	privat	Kombinierte berufliche Schule	Berufsfachschule	10777	Viktoria-Luise-Platz 6	219940	21994241	Schöneberg	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Englisch	Chemie, Physik und Biologie, Elektrotechnik, Ernährung und Hauswirtschaft, Staatlich anerkannte Ersatzschule	Hr. Forstmann	info@lette-verein.de	http://www.lette-verein.de	 	0	0	0		für Design: Tel. 21994-130, Fax 21994-156;  für Hauswirtschaft: Tel. 21994-120, Fax 21994-720; Technische Berufsfachschule: Tel. 21994-135;			2014/15  
07P03	Lette-Verein Stiftung des öffentlichen Rechts	Tempelhof-Schöneberg	privat	Kombinierte berufliche Schule	Fachschule	10777	Viktoria-Luise-Platz 6	219940	21994241	Schöneberg	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Englisch	Ernährung und Hauswirtschaft, Staatlich anerkannte Ersatzschule	Hr. Forstmann	info@lette-verein.de	http://www.lette-verein.de	 	0	0	0		für Hauswirtschaftliche Betriebsleiter/in			2014/15  
07P04	Katholische Schule Sankt Alfons (Grundschule)	Tempelhof-Schöneberg	privat	Grundschule	Grundschule	12249	Tennstedter Str. 1	7111075	71581539	Marienfelde	zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	genehmigte Ersatzschule, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Staatlich anerkannte Ersatzschule	Hr. Böhm	Alfons-Schule@gmx.net	http://www.kssa.de	 	0	0	0					2014/15  
07P05	Freie Schule in Berlin (Grundschule)	Tempelhof-Schöneberg	privat	Grundschule	Grundschule	12105	Viktoriastr. 13	7520771		Tempelhof		1. Fremdsprache Englisch	Ganztagsschule in offener Form, genehmigte Ersatzschule, jahrgangsübergreifende Lerngruppen 1-3, 4-6	Fr. Keyenburg	freieSchuleinBerlin@t-online.de	http://www.freie-schule-in-berlin.cidsnet.de	Offener Ganztagsbetrieb	0	0	0					2014/15  
07P06	Katholische Schule Sankt Hildegard	Tempelhof-Schöneberg	privat	Übrige Förderschwerpunkte	Übrige Förderschwerpunkte	12277	Malteserstr. 171A	7213090	72320003	Marienfelde	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	Ganztagsschule in offener Form, genehmigte Ersatzschule, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Staatlich anerkannte Ersatzschule	komm. Hr. Waldbrunn	Sankt-Hildegard-Schule.cids@t-online.de	http://www.kssh.cidsnet.de	Offener Ganztagsbetrieb	0	1	0					2014/15  
07P07	BFT Berufsschule für Tourismus	Tempelhof-Schöneberg	privat	Berufsschule	Berufsschule	10787	Kleiststr. 23 -26	23629024	21473368	Schöneberg	rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)		genehmigte Ersatzschule, Staatlich anerkannte Ersatzschule, Wirtschaft und Verwaltung	Fr. Hoffmann	info@berufsschule-tourismus.de	http://www.berufsschule-tourismus.de	 	0	0	0		Ausbildung zum/zur Reiseverkehrskaufmann/frau;  Kaufmann/frau für Tourismus und Freizeit; Intern. Touristikassistent; Assistent/-in für Hotelmanagement; Servicekaufmann/-frau im Luftverkehr; Hotelkaufmannes/ der Hotelkauffrau			2014/15  
07P10	Campus Berufsbildung e.V.	Tempelhof-Schöneberg	privat	Kombinierte berufliche Schule	Berufsfachschule	10829	Geneststr. 5	7551210011	755121001	Schöneberg		Englisch	genehmigte Ersatzschule, Sozialwesen	Fr. Philbert-Hasucha	abfs@campus-bb.de	http://www.campus-berlin.de	 	0	0	0	Betriebspraktikum; Bewerbungstraining	Altenpflege (3-jährig); Sozialassistent/in (2-jährig)			2014/15  
07P10	Campus Berufsbildung e.V.	Tempelhof-Schöneberg	privat	Kombinierte berufliche Schule	Fachschule	10829	Geneststr. 5	7551210011	755121001	Schöneberg		Englisch	Sozialwesen, Staatlich anerkannte Ergänzungsschule	Fr. Philbert-Hasucha	abfs@campus-bb.de	http://www.campus-berlin.de	 	0	0	0	Betriebspraktikum; Bewerbungstraining	für Sozialpädagogik in Vollzeit- u. Teilzeitform  (3-jährig; (Staatlich anerkannte Ersatzschule)			2014/15  
07P11	Privates Europa-Gymnasium Berlin	Tempelhof-Schöneberg	privat	Gymnasium	Gymnasien	12159	Hauptstr. 66	74073717	74073719	Friedenau		3. Fremdsprache Spanisch, S1 Englisch/Französisch	bilinguale Angebote Deutsch/Englisch, Ganztagsschule in offener Form, genehmigte Ersatzschule	Fr. Pekel	info@europa-gymnasium.eu		Offener Ganztagsbetrieb	0	0	0					2014/15  
07P12	SPI Fachschule für Sozialpädagogik	Tempelhof-Schöneberg	privat	Fachschule	Fachschule	10829	Priesterweg 6	25937390	259373950	Schöneberg			genehmigte Ersatzschule, Sozialwesen	Fr. Dr. Hoppe	fachschulen@stiftung-spi.de		 	0	0	0	 	für Sozialpädagogik (3-jährig) mit dem Profil "Bewegung und Sport"			2014/15  
07P13	Bilinguale Deutsch-Skandinavische Gemeinschaftsschule	Tempelhof-Schöneberg	privat	Integrierte Sekundarschule	Integrierte Sekundarschule	12105	Machonstr. 54	33848783	33848789	Mariendorf		1. Fremdsprache Englisch, 2. Fremdsprache Spanisch	Gemeinschaftsschule ohne Teilnahme an der Pilotphase, genehmigte Ersatzschule, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen	Hr. Chammon	info@dsg-schule.de	http://www.dsg-schule.de	Gebundener Ganztagsbetrieb	0	1	0	 	Bilinguale Angebote Deutsch/Schwedisch, Deutsch/Dänisch und Deutsch/Norwegisch			2014/15  
07S01	Prignitz-Schule	Tempelhof-Schöneberg	öffentlich	Förderschwerp. "Lernen"	Förderschwerp."Lernen"	12157	Pöppelmannstr. 2	902776932	902774538	Schöneberg	rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	Besondere Organisationsform des Dualen Lernens: Produktives Lernen, Ganztagsschule in gebundener Form, umweltbetontes Profil	Fr. Scupin		http://www.prignitz.cidsnet.de	Gebundener Ganztagsbetrieb	0	1	0	vier jahrgangsübergreifende Schülerfirmen 9. u. 10. Schuljahr, Produktives Lernen				2014/15  
07S03	Steinwald-Schule	Tempelhof-Schöneberg	öffentlich	Förderschwerp. "Geistige Entwicklung"	Förderschwerp."Geistige Entwicklung"	12277	Hanielweg 7-9	902774139	902774140	Marienfelde	rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)		Ganztagsschule in gebundener Form, Schulen mit sonderpäd. Förderschwerpunkt	Fr. Rädler	rektorin@steinwaldschulen-ts.de	http://www.steinwald-schule.de	Gebundener Ganztagsbetrieb	0	0	0		nur Schüler im Grundschulalter, integrative Beschulung von Schülern mit dem Förderschwerpunkt Autismus; Schwerpunkt im Bereich der Unterstützten Kommunikation			2014/15  
07S04	Marianne-Cohn-Schule	Tempelhof-Schöneberg	öffentlich	Förderschwerp. "Geistige Entwicklung"	Förderschwerp."Geistige Entwicklung"	12099	Holzmannstr. 7	902772555	902772558	Tempelhof	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)		Ganztagsschule in gebundener Form, Schulen mit sonderpäd. Förderschwerpunkt	Fr. Beuting	Marianne-Cohn-Schule-Berlin@t-online.de	http://www.marianne-cohn.cidsnet.de	Gebundener Ganztagsbetrieb	0	0	0	Schülerfirmen: Brotwerkstatt; Holzwerkstatt; Papierwerkstatt; Computerwerkstatt; Wäschewerkstatt; Keramikwerkstatt	Schule für Schülerinnen und Schüler der Sekundarstufe I und II; Beratungsstelle für Kommunikationsförderung; Schwerpunkt der Förderung im Bereich der beruflichen Vorbereitung und Qualifizierung			2014/15  
07Y01	Robert-Blum-Gymnasium	Tempelhof-Schöneberg	öffentlich	Gymnasium	Gymnasien	10829	Kolonnenstr. 21	902777172	902777823	Schöneberg	Parkplatz für Schwerbehinderte vorhanden	3. Fremdsprache Latein, S1 Englisch/Französisch, S4 Englisch/Spanisch	bilinguale Angebote Deutsch/Englisch, kunstbetontes Profil, mathematisch-naturwissenschaftliches Profil, musikbetontes Profil, Neigungsorientierte Einrichtung von Klassen, sportbetontes Profil, theaterbetontes Profil	Hr. Fiehn	sekretariat@robert-blum-schule.de	http://www.robert-blum-schule.de	 	0	0	0		Titel "Schule ohne Rassismus - Schule mit Courage"; Profile / Züge für die Jahrgangsstufe 7: Kultur; Naturwissenschaften; English Intensive		Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Geschichte, Informatik/Informationsverarbeitung, Mathematik, Musik, Physik, Wirtschaftsinformatik	2014/15  
07Y02	Rückert-Gymnasium	Tempelhof-Schöneberg	öffentlich	Gymnasium	Gymnasien	10825	Mettestr. 8	902777173	902774351	Schöneberg		3. Fremdsprache Latein, 3. Fremdsprache Spanisch, S1 Englisch/Französisch, S5 Französisch/Englisch	ab Jahrgangsstufe 5 beginnende Züge, bilinguale Angebote Deutsch/Französisch, Ganztagsschule in offener Form, Gleichzeitiger Erwerb von Abitur und Baccalauréat, mathematisch-naturwissenschaftliches Profil, sprachbetontes Profil	Hr. Dr. Balke	schulleitung@rueckert-oberschule.de		Offener Ganztagsbetrieb	0	1	0	Betriebspraktikum in Jahrgangsstufe 9	Besondere Angebote: bilinguale deutsch-französische Profilklasse ab Jahrgangsstufe 5; mathematisch-naturwissenschaftliche Profilklasse ab Jahrgangsstufe 7; Schulversuch Französisch intensiv; gleichzeitiger Erwerb von Abitur und Baccalauréat; pädagogische Schulentwicklung		Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Französisch, Geschichte, Informatik/Informationsverarbeitung, Mathematik, Musik, Physik	2014/15  
07Y03	Rheingau-Gymnasium	Tempelhof-Schöneberg	öffentlich	Gymnasium	Gymnasien	12161	Schwalbacher Str. 3-4	902777920	902774365	Friedenau	rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	3. Fremdsprache Latein, 3. Fremdsprache Spanisch, S1 Englisch/Französisch, S5 Französisch/Englisch	musikbetontes Profil	Hr. Minske	sekretariat@rheingau-gymnasium.de	http://www.rheingau-gymnasium.de	 	0	0	0	Betriebspraktikum in Jahrgangsstufe 10			Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Französisch, Geschichte, Informatik/Informationsverarbeitung, Mathematik, Musik, Physik, Politische Weltkunde, Spanisch	2014/15  
07Y04	Paul-Natorp-Gymnasium	Tempelhof-Schöneberg	öffentlich	Gymnasium	Gymnasien	12161	Goßlerstr. 13-15	902777921	902777141	Friedenau		3. Fremdsprache Französisch, 3. Fremdsprache Latein, 3. Fremdsprache Italienisch, S1 Englisch/Französisch, S2 Englisch/Latein	sprachbetontes Profil	Hr. Wüsthof	Paul-Natorp-Oberschule@web.de	http://www.paul-natorp-oberschule.de	 	0	0	0		Modellprojekt Pädagogische Schulentwicklung; Italienisch als Grund- und Leistungskurs wählbar		Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Französisch, Geschichte, Informatik/Informationsverarbeitung, Italienisch, Latein, Mathematik, Musik, Physik, Politische Weltkunde	2014/15  
07Y05	Luise-Henriette-Gymnasium	Tempelhof-Schöneberg	öffentlich	Gymnasium	Gymnasien	12099	Germaniastr. 4-6	902772678	902772737	Tempelhof		3. Fremdsprache Latein, 3. Fremdsprache Spanisch, S1 Englisch/Französisch, S5 Französisch/Englisch	Profil Informationstechnik, sprachbetontes Profil, theaterbetontes Profil	Hr. Schäfer	sekretariat@luise-henriette-schule.de	http://www.luise-henriette-schule.de	 	0	0	0	Schülerfirmen	Besonderes Profil im Erwerb von Wirtschaftskenntnissen		Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Französisch, Geschichte, Mathematik, Musik, Physik, Politische Weltkunde	2014/15  
